Date,MSCI World Sector Neutral Quality,S&P 500,MSCI Europe Small Cap Value Weighted,MSCI EMU,MSCI ACWI,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI Emerging Markets,MSCI World Momentum,S&P 500 Minimum Volatility,FTSE World Government Bond - Developed Markets,MSCI World
06/1998,,36781.39527653441,20315.83673747277,52585.17985365404,37620.14901960785,24126.58167392884,218443.1866592716,49539.67483660131,25582.645639051105,,25880.283774716816,171544.1731362358
07/1998,,36475.82309109218,20108.85341401274,54472.010157522316,37721.470373066426,22408.570884440403,223285.73372051172,51231.31370336669,26677.04881790596,,25666.36736788096,171648.62106685134
08/1998,,31075.010653770016,17739.045696420486,46435.26911536459,32304.33754417762,18355.95155052107,194404.40258309402,36269.79267784323,22485.59625494046,,26148.547578639933,148126.53873703408
09/1998,,31523.09874302614,16068.197567170628,42587.38879541604,31409.90638444924,18361.39107732182,177924.91096089754,36771.157477321816,21325.95895684753,,26140.821723171648,143689.37233193914
10/1998,,32828.01582744618,15858.548874282387,44238.097579942594,33012.210866128626,18386.28764456278,185068.22947182995,39141.80467592978,22048.353450734186,,26672.632908394837,150867.1850068795
11/1998,10000.0,35825.132058569456,16667.473973118744,48243.97785180169,36029.613628970124,19858.728679051455,200554.66470255362,43623.9635647633,24306.480980407257,,26919.00185499467,164439.90400391107
12/1998,10508.74662318815,37647.83637751166,16739.571619598504,50652.108619009996,37462.341374617215,20527.472374957473,207988.02342530404,42717.47567199729,26468.807905757207,10000.0,27145.31120495718,171348.4422189138
01/1999,11111.950876407604,40503.79747793662,16963.640948699933,51976.474034251,39477.1675509487,21249.486284258608,213401.6700022833,43401.64158468025,28625.866048904783,9936.701170063245,27810.218257883727,180796.5567947065
02/1999,11049.666744212876,40548.64519376217,17456.6277999637,51121.76384885597,39763.39762207298,20141.767830822297,214894.58847238123,45279.56770738791,28475.193109911204,10086.814449083318,27845.660496507084,181806.60648649192
03/1999,11713.568401078379,43254.45603859343,18201.195596723144,52570.38166446091,42619.548426736175,20668.174012288215,222821.28663107206,52563.693502141134,30125.965795837765,10487.306313163283,28386.51971425189,194214.83370828498
04/1999,12244.01422028744,45544.28192582365,19352.261075776165,54743.16078781297,45069.232480890816,23010.864152118527,232600.34921988426,59875.14088893083,30355.692377191674,11527.732582051523,28954.503295575643,204605.64254084107
05/1999,11854.36021919361,45068.479716740316,19402.04383320582,52986.419616286614,44062.93198163733,23836.269573450656,224414.974656307,60329.542482785,29786.610293900347,11981.551947207343,28878.813592769464,199759.49364811042
06/1999,12615.925776652812,48159.2150726635,19826.231915182034,55102.692328071236,46829.96926800929,25143.397703330756,231031.03936090216,68009.00141363284,32384.92415120159,12479.100996901627,28691.991948533767,211639.39614297912
07/1999,11965.236346069614,45058.68401518935,19779.42360201983,53047.81606754342,45042.394595100064,23816.686985225366,225196.39610768066,63897.13858238265,31172.03969203974,11690.504327286328,28323.893910091963,203755.3449302743
08/1999,12131.259556163212,45348.878836475225,20267.905114915353,54813.112440662924,45503.17601437624,23086.808347678052,230087.54409579263,65216.391771493436,31410.955294141702,11611.826942211292,28832.537395903222,205692.81389361134
09/1999,11796.059708203507,43725.214314506455,19920.051561181437,54070.0688128223,44624.304303797464,22492.20761744023,226344.3154891073,62465.79172995781,31307.376492818836,10939.995812845755,29042.91155227533,201913.42143311736
10/1999,12683.757763010415,47435.09575610408,19991.674943078546,57454.40634712328,47835.21903759687,22568.12570171243,239432.39889399396,65089.716138907505,34091.080739352554,11131.295629580025,29412.53897462209,216688.52871432208
11/1999,13464.783233491451,50105.836321337396,20622.2630523918,61639.87571620181,51060.52548281668,24167.05804100228,254559.12621378904,73426.66160245618,37900.86452136613,11358.8551450926,30381.971030508743,230610.35476050669
12/1999,14627.408407885907,53326.22866810132,21912.646816643442,70398.56549623674,55595.095819231545,25442.082122237713,282075.07193502854,83185.24963169421,45012.98476929513,11570.301774636671,30443.738406283304,250512.9941823113
01/2000,13819.21461670894,51966.058739469096,22279.08937187213,67831.17903342986,53965.93034419364,25163.87053824942,268807.9064112896,85860.44655295678,43287.77320842784,11242.627450924318,30525.624580652802,242288.2800773727
02/2000,13697.126845276998,51386.4792620835,23036.046781964178,74591.82326386315,54578.418900555895,25965.948591723285,285067.84480037587,87683.98721432983,47242.14646566368,10651.560469425569,30797.62797489837,244838.15944074246
03/2000,15024.175733296854,57364.30157278598,23372.132440071182,75639.47962786468,59146.621312676645,27530.7834585994,296872.4672042245,89596.89006594787,49793.5867044045,11919.305398094837,31946.974779966058,266141.69568614085
04/2000,15171.938512027964,58504.58645314556,23262.547949367094,75640.74313049161,59403.7398789213,28006.005417721517,298385.30461533973,85281.69219592735,48604.927241426645,12572.134258227847,32450.191419662944,267986.7222498553
05/2000,14685.124127689125,55961.415853050115,22796.81053853596,73723.95101705915,56506.23772976458,26590.825516500056,289010.43095136713,79840.17020316028,43868.7233600822,12833.086160593357,32135.24687216324,255050.10827660756
06/2000,14903.040826007267,55822.916650745196,23067.914840937632,73821.4593131742,56874.80399748849,26590.07630598577,287398.5197554363,80464.26473419841,45101.01616382506,12110.811974466302,31843.400955124915,256627.43990774656
07/2000,15256.22273793823,56810.97274556171,23592.798809910204,74046.63413810577,57073.7429406037,27932.373863464247,292383.80081749737,78910.68899707886,44739.34397405828,12460.708796711024,32385.503413979553,257817.00818750222
08/2000,15983.81192209228,62622.98638003693,24490.974819223,74977.89350088903,61074.8023804177,30676.196386705597,299876.26850423316,82299.30855602966,49258.40385686953,13826.242688075454,33497.562852744995,276243.31135921984
09/2000,15746.055129060564,60271.12342589393,24379.448209925846,72386.19352184744,58648.871808328586,30643.02159954365,290434.59507620416,76321.59402167713,44534.70311339283,13802.320580034226,33681.56253700123,265729.3168800189
10/2000,16495.544605828916,62497.69018405656,24294.173957467032,74433.49115645644,59878.812189616256,31258.661618153743,300149.2047833565,73714.7742663657,43698.075186123606,14614.677342996314,34623.02166791649,272045.5854659542
11/2000,15413.556582803818,55800.329892595204,23613.393684937822,69558.32740201613,54442.217549516354,29069.267544910188,279655.53329559043,65201.323307231694,40828.576005577044,13924.67875909719,34381.57635079133,247639.2554301198
12/2000,14872.92721530766,52331.1923380711,23614.85809779688,69374.58340912405,51657.55815153143,29630.55034067706,278982.40342565795,62319.01212251478,39349.453648666895,13493.313177001612,33019.23076923077,234819.99849870175
01/2001,14815.185273477162,54257.826812403066,24517.630287313033,69848.94749870736,53032.01121274078,32789.95487571291,279470.5739516974,70991.89482406112,37653.565074450664,13565.210828365434,33292.724079409556,239650.89705787727
02/2001,13639.321960106792,49550.44723592158,24296.0439316609,63272.49286673563,48806.29191176471,31647.909919982703,256176.7126369687,65751.54134948098,36008.58421204268,13297.077107698962,33656.539842917475,220438.45204394544
03/2001,13332.265011677198,48597.43887988293,23469.507447916665,61234.38345425759,47664.976019021735,31914.776458333334,248235.0565897946,62086.2664402174,35545.24462014487,13310.340996829711,34002.002999565855,215621.61521839644
04/2001,14262.220423974135,52114.341644761254,24466.559810725554,65858.40561271877,50883.307908968,33767.274209103205,264557.4706336581,64831.07818837314,37032.51757141456,14017.022102748986,33781.88025417374,230368.32081145383
05/2001,14700.668580606743,54913.45060687364,25532.931849056607,64456.262439545586,52665.70924528302,37003.031577830196,263411.84553669364,68668.54259433963,38697.49489582069,15118.189659905658,35229.39771875123,237984.00999649247
06/2001,14319.833329937555,53576.9345142049,24475.042400943403,61948.66988459886,51052.1750235849,38016.07986792453,253454.1200009645,67258.99443396226,38059.626777399026,14887.813649528302,34948.22788806883,230494.19397394793
07/2001,14012.337764682743,51383.19784166333,23726.731591090807,60276.44896619909,48669.26412335809,36337.87990177043,246103.44707398312,61029.714448886356,36361.108277796186,14457.673819760137,34666.85085053479,220270.13823347216
08/2001,12727.987268606767,46046.94120833865,22954.05374535925,55460.51229373976,44389.31452282158,34275.23685739245,229148.08288003854,57768.59128630706,34246.55096163163,13651.579904345925,34647.847022141534,200438.54740649572
09/2001,11926.611000109362,42453.6971741988,19840.084836272043,48608.7476254274,40453.858219253096,29770.575566750627,206890.26645717554,48971.57590625343,31405.70310620535,12775.537844704852,34813.16848877136,183290.37078367948
10/2001,12261.921044818791,43689.083876814,20767.641926564924,51259.71170147209,41720.13443928334,31324.55793408538,215568.88235613276,52522.63676177836,30912.32580307573,13072.789013934971,35477.976871768566,188628.8805784944
11/2001,13227.872200836526,47801.58370330424,22250.462879298724,54677.420126955694,45002.61847606203,34392.65550011239,227850.70507764618,58944.9145650708,32071.16543576802,13877.15074938188,35186.56510241939,202992.3216175121
12/2001,13584.391434034666,48685.43039070807,22885.5957608079,56759.37203880638,45862.52985362533,39245.95294224442,235941.0424603081,64237.320980369914,32877.204850389324,14519.853874957447,34473.09271026562,206217.79621333533
01/2002,13683.853238017371,48952.563787732965,23067.760657635758,54677.35425432012,45514.842514762066,40295.25692717379,228169.11311923654,67767.53956234803,33268.73115823898,15024.47289105013,34994.99743458184,204023.79102882624
02/2002,13677.620860295889,47930.80202261471,23432.116428158595,54300.95938031418,45107.39244018032,40282.79819674027,227761.4693021674,68769.39241706161,33126.62168493625,15163.435356837359,35009.570983147176,201902.08766946686
03/2002,13959.696742298158,49317.29080225841,24633.39440623568,57007.687861650214,46749.88679504814,43675.638613021554,238095.3781266986,72295.91079779918,34222.40380614274,15553.425168271433,34617.08173816948,209031.991104872
04/2002,12882.801416690409,44866.704724781695,24945.68454040853,54322.996057292316,43842.00812611012,43377.95812611013,228828.84516469177,70471.03627886323,33075.84788670729,14866.350747335699,34713.99534277934,195560.78373383282
05/2002,12233.069065055292,42738.01602758493,24664.504830084163,51965.32509214231,42131.33595397891,40333.79580909769,218917.4837676007,66548.28513902206,32097.933408847384,14225.348614040693,34427.35919801082,187977.92151641383
06/2002,11025.690147129913,37353.963199114856,22259.480056140354,47479.16144658816,37228.258285714284,35538.065974937344,198860.8847301147,57927.15771428571,29031.562110758947,12546.126947368419,34141.80842246517,166133.49618426024
07/2002,10301.434324953056,35118.00017480017,20290.602633139122,41551.30398809772,34775.540938362465,31241.14361238884,180202.55455196078,54571.813983440676,27707.8887365787,11768.420527036698,34730.66069384694,155100.92639628492
08/2002,10290.933895167413,35168.81888420959,19887.042790603075,41693.279012324674,34688.14908979966,31128.40588426727,179253.4290421378,55130.928668768436,27684.866134547712,11976.819835655446,35325.95611161542,154575.76544394187
09/2002,9193.81496044735,31260.85114589375,17438.191271805274,34555.050587960846,30798.88630831643,28328.039154158214,155246.33741785656,49048.11036511156,26288.926490913916,10855.117212576064,35437.147255002565,137180.24601685806
10/2002,10056.645269966293,33998.5276720812,18109.958667883213,39001.12591124028,33053.44361313868,28948.636804541766,170182.59552830493,52209.552189781025,26128.46029954416,11138.09014760746,35220.5667600742,147228.5159221501
11/2002,10451.68073720405,35771.1860814394,19064.909866021964,41298.12527466542,34640.24533091568,31193.025385312783,177406.04557206124,55449.17280145058,25760.58065973208,11553.7558251234,35105.2413466472,154159.50777591695
12/2002,9429.937552580826,31871.7564331781,17804.129369695816,37234.784272049896,31227.15676551922,28303.30376847526,161843.18207792295,50744.265490607424,23539.711810971923,10651.124329169448,34952.08588230651,138837.42258378377
01/2003,8798.158961943574,30092.762584412492,16911.37739644971,34920.16291463486,29393.641531065092,26819.535275517756,149496.6672694102,48986.51671597634,22189.578356112062,10162.940266272191,34635.27647314205,130512.02798075438
02/2003,8616.817602913105,29734.721179181033,16088.11658133927,33575.30050106712,28969.58547579299,25982.243952884437,145073.86059711676,47814.67996661102,22153.095785388065,10060.358914858094,34980.85803370565,128632.22827951952
03/2003,8544.204769754258,29712.01877670033,15779.183966957322,32199.451979436526,28560.757448370816,26076.691612666364,141427.2788568659,45977.05173015145,21973.865905158178,10003.803538136759,34657.08252752891,126877.89942167643
04/2003,9115.836149147408,31477.568592699277,17748.802700565986,36633.56243039067,30451.678770999904,28930.847774683323,157098.92664427642,49010.689300152735,22940.91037452317,10321.142759500495,34293.296364999806,135193.15131186054
05/2003,9003.372591943833,31199.219521645788,18836.69883268483,36883.15203879683,30340.271663001186,30063.92147859923,157510.51874469256,49457.958839451865,22581.49112887431,10422.614830316359,33951.45439475865,134538.24963147243
06/2003,9355.270965791957,32689.452164639675,19953.61914413232,38676.65930850759,31991.90769230769,31801.74309442549,164526.42205806353,54083.862641113155,23576.02977374747,10898.893259823224,34216.32395311205,141580.25720835966
07/2003,9549.0061125031,33586.183615988906,21201.041770630858,40025.588144096444,33016.788178123345,33279.33618837251,169485.43526519657,58024.482081639864,24134.33302951679,11136.507203392825,33867.66389075266,145829.8071008977
08/2003,10065.882567842335,35466.4482883288,22792.914794545624,41462.97917454384,35010.017626063884,36034.997267319486,175218.57759627298,64134.71509105884,25341.08724814183,11732.86455349135,34534.83048506137,154292.87047870408
09/2003,9395.010194572358,32906.48448411636,22287.92943529008,38987.417019567634,33041.361997940265,33414.34520425677,167658.85992649064,60585.09747682801,24020.353761664424,10960.489479231033,34411.07865966768,145563.41564566983
10/2003,9952.589629083295,34857.75252587352,24163.28537945277,41993.212140842974,35136.2448631905,36195.2169987954,179336.37551890573,65910.44186886938,25471.816355946896,11537.369959731544,34305.61037218297,154584.90479503947
11/2003,9761.41434136848,34073.79337908959,24192.593721860932,42807.64077018883,34568.0819909955,36453.33561614141,181170.19220475433,64651.031015507746,24966.330265978286,11419.208340837084,33829.92264277539,152054.36205555347
12/2003,9785.254721721665,34054.96312638137,24309.32553444181,44258.613154339946,34908.90940617578,36089.94177830563,186176.47995315952,65846.38646080761,24512.77771699472,11352.489960095014,33426.20475983739,153445.46800453623
01/2004,10061.326262512981,35368.9371868021,26187.87636950905,45917.809175943046,36212.47005813954,37930.45664890181,192094.59593105994,69539.37034883721,25282.382695046734,11900.094537467698,34033.60697793741,159004.63811456435
02/2004,10209.126423105336,35762.36096595449,27482.964894507975,46667.00389937596,36779.750781124174,38641.746021903695,197179.56211709836,72548.0375261717,25709.195757839316,12037.877033338702,34081.96511031299,161224.57529357896
03/2004,10234.742219569023,35781.8429197264,27438.413710732988,45545.87276542379,37164.49986910995,39629.26352912305,194066.5092177184,74646.38491492148,27120.440275245975,12288.638932264397,34952.84564076252,162696.47419695088
04/2004,10382.177488115645,36036.72876253276,27525.257142378843,45964.06281757626,37153.31756926425,38768.486697915796,196919.13901666773,70132.73225077425,26819.96874759947,12526.02931614631,34298.34826538264,163059.18826933578
05/2004,10249.191428071163,35779.54821204492,26996.572279062144,45628.22425223108,36695.77009345794,38613.80854730284,195999.34323717735,67336.74953271028,26540.17475416076,12493.872597147074,33926.38236571023,161158.9590920125
06/2004,10463.027347112324,36604.31563658814,27981.90494282189,46881.153512721605,37569.835310571776,40303.51777375566,199323.6235091645,67883.63486631017,27468.98384368611,12778.387064747014,34121.43308205391,165049.18716034506
07/2004,10319.416001167814,35733.84719008805,27266.71901486835,45508.34568409373,36728.55295290306,38955.03557936706,195706.06013424683,67325.81774233741,26579.03580058262,12491.08933133981,34303.05482101275,161198.73073141734
08/2004,10347.00020807781,35665.09118452032,27130.089508711088,45118.82558976258,36747.27451077532,38754.95727025019,194659.96755211038,69727.0819915779,26759.819862627635,12547.696856081246,34789.39890279039,160944.69461268224
09/2004,10315.698212475565,35185.59785756319,27813.219990329606,46011.53909859922,36620.42514304134,39042.25852687566,197604.59281740047,71983.09836409059,26964.644664333453,12480.563329841243,34514.29727276315,160051.1963643907
10/2004,10153.44761929963,34803.20460244127,27969.087141399075,47150.2940184938,36557.81034780561,38697.1615278323,199464.9180779382,71809.48786998508,26746.36416587179,12408.484304938367,34693.25492362947,159745.26147159204
11/2004,10189.184119427338,34691.58037743318,29432.715426852206,48547.49172852158,36947.30053403536,40182.00317713426,205111.94074710886,75167.80571643476,27504.091116368803,12528.115864610756,34394.45277657181,161080.06216990584
12/2004,10380.101424153061,35013.53909496121,30538.952056383525,49825.57755905196,37468.6974524631,40710.26922546069,208680.96041803827,76900.85052492475,27469.913987765533,12702.62512297188,34197.99108023839,163226.59221661455
01/2005,10625.328632662377,35695.78063745927,32476.021032604527,50932.57258828528,38330.9900575374,41271.917790563864,214020.68236532554,80612.33855005752,28356.83754890129,13088.988804909855,35162.59817657971,166724.43460941807
02/2005,10852.039458930489,35836.63425760494,33797.54106811496,52434.92358825688,39012.34786150713,41552.7731236328,220963.81264229017,86222.35342837745,30116.73979186477,13170.762815418266,34566.41472944705,169125.54604054993
03/2005,10894.867652848878,35997.64030669475,33489.47122647331,52322.416504707326,39031.011169392164,41823.757294045055,220267.85872276084,82362.27398950941,30121.110314369045,13309.035248688675,34841.45715751668,169590.79123984624
04/2005,10621.813003480374,35334.00799078862,32131.850486995445,50267.97792138122,38216.79884232461,40010.021120629775,214800.8352025053,80210.3630470016,28870.58952268053,13110.903270510145,35611.12207443659,165985.1581740583
05/2005,11409.304174456807,38309.13378905602,34131.68858324548,53401.0074285015,40936.83420647149,44813.15698807883,226506.51072655304,87249.7969183359,31229.358063100222,14077.997337117831,36474.36555235426,177510.4633793688
06/2005,11784.329334937556,39121.76925726601,35554.701710221634,55357.31984792446,42186.4183923255,47224.86138604036,234164.9552491616,92045.60621898777,33207.977207111726,14521.857608666885,36869.85436318428,182585.29855443374
07/2005,12166.694147948123,40573.29403006217,37223.86320185232,57991.22282971798,43753.98055073183,49819.43485156703,242673.5859933133,98550.41513272139,34654.86066051507,14931.098937567187,36388.70031969057,188947.67694748842
08/2005,11986.342917733024,39857.03367604118,38000.25170027874,57677.74220969144,43726.94579439252,48494.29233972782,244171.7395872945,98581.58971962618,35439.61682328996,14668.45888801443,36582.00457828472,188732.71971307648
09/2005,12327.275511739195,40700.36459084229,39360.541066268066,59988.34239686697,45638.46576980568,48872.42931738914,253336.20025210743,109170.12047832587,37660.38866330223,14923.300895200133,36595.51249161305,196143.2727553623
10/2005,12129.167468297484,40085.10096429411,37472.687578807294,57726.4177510936,44487.91923812693,47131.694272644105,245746.47152015666,102198.7053979872,36168.18304354242,14588.627902520171,36169.9885542882,191687.066451716
11/2005,12794.156293614944,42499.05403968774,39492.85797943751,60336.665816551,47126.33882232984,50054.47545076047,255283.48244026603,113048.74366556207,38214.8712602558,15331.084605998805,36295.1710936575,202348.84286781892
12/2005,12859.874637279105,42412.94280776664,41540.211329999154,62592.64322941419,48182.38169026024,49912.51196575401,263638.12365439266,119461.28997202682,40537.55949946694,15382.865015173347,36682.08548762679,206340.89233732974
01/2006,12942.457200068173,42382.686507133825,44129.32124938109,65291.59208648573,49225.50103977554,51605.24724707049,273423.2072739727,129357.54603069813,42451.00490027665,15279.185306486219,36086.29672021155,209844.7516178599
02/2006,13256.337302803026,43367.33849599113,46355.90081852633,67266.98271109998,50179.42368000001,52385.003368421065,279250.444483043,131878.22976000002,42297.856556665436,15756.33563991579,36559.56703635001,213820.04232276426
03/2006,13285.171284799675,43076.4616225624,47921.45348149373,68890.3287519192,50286.79109385328,53091.26856245871,284609.67971105705,130542.9879378718,42942.65346598172,15605.43732055519,35604.13624343845,214387.43005597586
04/2006,13232.89383009929,42147.13024399904,49015.65744755523,69326.93519340108,50190.5664034458,51680.86919518227,288815.5388498499,135028.48528356064,42899.55264257507,15320.066248065725,35014.15913486206,213267.13908941075
05/2006,12476.081854351538,39881.14407726758,45895.750658999066,65573.85217142676,47013.03212620454,48490.338441094194,273615.9619084221,117799.22098228162,39309.886748898585,14679.145661796705,34970.97130678455,200683.72658873347
06/2006,12657.778017805884,40422.10683249335,46054.494025013766,66418.7909778832,47585.03206166915,48943.087670888075,277852.916192005,118982.63663966018,39551.95972028458,15141.857461181466,34770.700951178114,203070.9552614915
07/2006,12611.841737324836,40499.425838835356,45758.32896373464,66702.98765156513,47718.87130884311,47529.49643299131,280895.74763185746,120221.72211169421,39207.31097933885,15270.276043236468,35110.40178395232,203474.00851319218
08/2006,12872.183341503693,41192.00690684879,47191.43758462378,68803.5703864939,48659.95214380204,48167.26098824995,287867.1237828568,122538.69314450238,39072.81621340731,15402.169459808574,35328.156451039984,207391.08851789072
09/2006,13218.225859948383,42891.01199974342,48886.92748025277,70975.83979435563,49983.200047393366,49508.9115750395,294711.8745694035,125433.02488151658,39411.24224461512,15920.293707740913,35599.23234794964,213030.14670468692
10/2006,13749.459836959859,44163.07428539298,51697.81373188406,73513.89910537525,51720.633601134214,51708.75891304348,306479.8346864962,131024.81441398867,41700.39821328572,16397.231020793948,35659.70714764968,220222.71159759248
11/2006,13562.908475747317,43284.58200000344,53100.57432272728,73671.33398631771,51176.706409090904,51440.724087878785,305258.20180964284,135407.57809090908,41631.76204885103,16069.996009696964,35272.26980305482,217001.14334248388
12/2006,13849.886423585787,43991.744199089844,55873.49570994686,76416.47731693959,52450.87804100229,51881.269365224,315777.93087579426,141840.00232346242,43115.392153977045,16301.190055884585,34794.115325413426,221917.35707023778
01/2007,14206.477154797787,45401.68451648072,57830.14786629612,78197.87435114836,53867.51338582678,54259.37865524163,322940.0023996374,142748.52950440018,44562.15874317494,16905.643470742623,34833.57343016142,228281.15957962608
02/2007,13820.767825592397,43647.72922721974,57383.33615169178,76724.91969242507,52562.13558398305,53402.92822647794,315518.3362534028,139160.76301566878,43591.23413168448,16436.76472424495,35062.300193393065,222675.51970863878
03/2007,13961.084338429473,43781.32759303147,60113.00906892927,78991.00803809623,53207.51411623367,53505.15555939331,324326.4127953834,143572.4474245382,44600.506035892344,16444.44515663012,34863.707226585626,224929.89195155498
04/2007,14369.38300958528,44756.14983862263,62048.1564954061,82985.70128986471,54426.15148842337,53921.08974200662,337982.69193546847,147231.63850055126,45295.137829066625,16598.569021683204,34369.15380668587,229895.50613904087
05/2007,14954.287180794056,46841.245434246324,63588.461899947986,86091.86211978515,56728.635427042296,57005.80295101465,347822.1420137547,156166.989950197,47302.51955371038,17333.598502936147,34148.537711647,239007.354577944
06/2007,14866.383439223124,45885.70043928856,62328.41065827472,85425.68724836363,56364.31726027397,55517.533827471314,346414.7415487667,162924.021369863,46822.19591508054,16933.62879200296,33817.97371433082,236250.6324641869
07/2007,14367.546899457755,43807.76977990219,60969.163411395646,82203.41942859432,54698.477478660534,50845.94589479829,334041.64220641216,169075.88509520682,45934.00397116323,16011.725175165971,34364.10190630303,227613.9840173674
08/2007,14477.063363300413,44470.94492113012,58314.152103611836,81367.90814721669,54578.30394746443,50931.140221816866,330401.5370731956,165562.23992703395,45382.18389369371,16323.287918861726,35078.0775150965,227474.54202017735
09/2007,14887.241143260604,44591.84451960796,56639.53053388815,83231.90469338154,55602.36675364977,49643.049791945836,335524.2019433482,177713.77910995134,47385.8661248784,16127.564652796387,34438.88384575917,230326.1084365129
10/2007,15172.934552304749,44460.79289900342,58745.05751782377,85672.20004961327,56710.88883505226,49416.558697307395,344646.0254420172,193881.75536789643,48622.58691207098,15849.477119955698,34390.14090065911,232986.8598496981
11/2007,14347.204673525714,41695.80265895543,52740.593405595835,82204.88206044388,53073.16145247612,45067.27992954407,326517.68502777116,176314.51457218346,45553.90644930742,14977.107364541698,34846.55839286419,218709.7902575639
12/2007,14224.03140931226,41519.03485584231,51226.45191087563,81729.93440117652,52642.30760138577,44564.78321988996,321669.36873719917,177428.40354595476,46068.69985361461,14825.885223558182,34802.90681611872,216474.7392212931
01/2008,12935.502958851635,38637.59140019671,45328.250399462006,71356.91351270015,47858.41513113651,42719.89108540686,285219.3226303825,153781.84095494283,40787.789878921874,14114.11603819771,35643.24900343371,197928.52228856197
02/2008,12614.755733959104,36650.3962662339,46142.90462451374,70908.2175846403,47075.93357948177,40031.24839058483,284124.36663600703,161954.0131865234,40731.85181686167,13441.091258653656,35609.10920787781,192929.54215943883
03/2008,11936.641005572219,35003.557924308334,44587.27364153808,69107.24471573817,44513.237971161136,38035.001175056925,273668.5356548583,147140.76321780926,38549.61534720882,12898.608554009612,35213.472392153766,183285.78465006943
04/2008,12717.800585625262,37350.86346932208,46060.765792792794,73271.88555201585,47852.23285714285,40563.94674388675,291060.0858088972,161890.42285714287,41837.21608343918,13567.474777606174,34659.707147649686,196295.5840930236
05/2008,12977.582017050616,37912.726089604024,46295.69166623679,73955.1067539312,48754.86325767346,42200.09554810421,292950.50199385645,165281.16588857365,43129.26055201554,13777.339890895022,34206.59509807791,199699.986475483
06/2008,11954.791475547081,34152.75707528149,40528.50003171785,65128.5520561329,44040.63996447602,36512.421154529315,263110.93217147305,146398.52808931743,41700.89607585526,12287.202063943161,33894.00876188972,180788.14015367982
07/2008,11726.322073489091,34197.57130100922,38836.335225161754,64135.27226985207,43331.37809237076,37788.4886400615,258053.63895773905,142373.9953494331,38654.55916172066,12648.466480814808,34281.13036271066,178099.26392086275
08/2008,12317.466031922642,36754.69903194867,40447.36868951476,64889.03221933776,44938.05959959281,42085.70812351544,262629.3298294094,138839.24143875128,39951.98793592412,13660.800705259584,35623.52488455618,186036.88089184448
09/2008,11365.558560241776,34490.77914007785,33327.95840033559,56531.1120124454,40527.74602530938,39430.4262364539,229748.7132559172,118016.88560441865,34284.16713324827,13630.911450464935,36905.49394166634,168860.6874779441
10/2008,10410.661870962325,32176.016678467044,26482.949839303914,48206.40515000564,36446.53545504429,34513.85722505291,202867.26681071564,96125.56494473622,33194.36988738528,12866.220900211649,40093.99297470103,153428.49461673645
11/2008,9940.825011882955,29937.632523942746,24409.768907048012,45150.31650631695,34155.55907912313,31406.868737330093,189401.10231869525,89105.85484403236,30961.11102859977,12133.978446452422,41571.407427872284,143835.52119359814
12/2008,9341.947732644861,27669.058512370844,23823.05750377237,45327.96766425687,32382.492519939646,30694.64191851693,182299.0920928209,87864.60426816126,29139.019842885424,11182.299259610549,40656.89505466314,135756.74134553608
01/2009,9338.849813539578,27513.586913296454,24519.279895443196,42295.460510242934,32170.840028089886,29541.467077091133,176068.01895264108,89290.08370786518,28866.49482749359,11126.512798377029,42211.696333425425,134504.58639078785
02/2009,8550.977633704924,24918.440302419593,22874.11800221449,37859.20131431437,29435.862100601073,25656.33028313825,160331.79300387847,85414.29984182221,26225.872297395534,10174.07604428978,41347.03200852508,122379.23275141063
03/2009,8762.105907113179,25749.01280723464,24001.88722422603,39099.77303155123,30286.209873760145,27760.652442140068,162888.9811440356,92826.04706943191,26269.78292289485,10231.331250976857,40553.05482101275,125041.15590260184
04/2009,9629.906665793971,28283.563679200095,32282.89446026366,45333.89504917138,33973.34481355932,35826.42588775895,186061.99963570398,108556.64040677967,27450.53001119352,10665.585171525425,40628.98133164937,139413.89690350948
05/2009,9882.18477606446,28122.048075638548,34703.1542133636,47696.1978467725,35215.5129380054,36912.27044261598,196452.4677576924,119744.91509433962,27225.587912882078,10326.320969215492,39300.10459012511,143169.64672565472
06/2009,9911.233451161177,28106.109272677026,34151.373277203915,46304.02699267069,34942.99947643979,36728.42905759163,192114.84317050732,117854.7219895288,26891.783065074087,10451.63545238432,39703.072581600034,142160.73322388367
07/2009,10661.822741686889,30223.317850870575,37876.86826425238,51249.88537832986,38020.445763191405,40927.49950488047,212232.16640699946,131154.35118121374,29085.909032666892,10894.456825293535,39957.976477088836,154157.68848690137
08/2009,10838.163382831952,31020.472649206655,42873.17891115471,54252.37824904241,39026.22338845292,43644.741855381166,223498.7168114567,129492.74777186097,29369.33344902768,11020.764010650224,40258.79149070529,159010.34673271034
09/2009,10956.789865992396,31362.811136994373,45335.8583268456,56201.78215298429,39794.72575291948,45542.1254619955,227945.18967313686,137688.79360786724,29893.49750540132,10978.53765731066,40438.43983107708,161158.92398061135
10/2009,10832.289166047478,30453.688672134493,42264.56751351352,53657.74242044601,38772.1125,41828.41745675675,222907.87438320482,136409.265,29201.57244331268,10773.86722108108,40095.34475273315,156612.5521714438
11/2009,11153.767504316695,31801.20243830518,41493.48223923318,54637.37161525635,39784.58704652866,42758.39282966119,225973.88214963762,140163.74973041337,29983.718404852756,11127.37757758104,40649.53427793345,160592.44059568894
