Date,MSCI World Sector Neutral Quality,S&P 500,MSCI Europe Small Cap Value Weighted,MSCI EMU,MSCI ACWI,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI Emerging Markets,MSCI World Momentum,S&P 500 Minimum Volatility,FTSE World Government Bond - Developed Markets,MSCI World
05/2021,49915.1701995915,189817.5878557898,129856.81880173755,123530.53570599419,158924.11762970246,233783.85518891897,558312.8257368612,339791.16941234324,175188.04677599657,57760.78052618638,60462.197943085404,642177.7502744967
06/2021,52320.6949180993,199430.45127707996,126638.11283237969,124310.0396457496,165367.14431167959,236984.18452877822,565407.5394437196,349573.9905923932,181907.33767723528,60269.18566139347,61613.680310035175,669134.3749599874
07/2021,53895.17057277927,204047.604063698,129295.5940425532,125859.22606412745,166456.44759902445,231422.4170212766,575520.9460011658,326060.942023379,184792.88240863098,61955.632629719956,62637.87799374885,680719.5483439139
08/2021,55496.77101508955,211264.50676924916,134129.2455332094,128987.81596093325,171496.6658441778,237647.24986479635,587032.4342752893,336310.3644245395,191587.99056204452,63621.17921243873,62552.0348352873,701021.9054239772
09/2021,53276.94377054699,205874.9345089844,130871.63024095347,125066.47989758631,168108.0457552466,238291.8641782538,571293.5169045591,330178.0385352794,188540.40408928285,61698.84656706106,62285.62503316523,686712.4158920497
10/2021,56808.80919652814,219050.23124671952,133262.65636410477,129268.5648763819,175730.31962215542,246705.5119244311,593643.2615090411,331593.04425933876,201578.25712926142,65049.79936453412,62126.76585486284,721495.6823644937
11/2021,57184.73690095926,222931.0604849977,127669.23231540967,124615.73831096204,175809.6402358532,244755.0955751122,576998.3641555136,326001.36159464926,200253.07812689763,66300.1982575024,63858.42956865618,723198.8448385729
12/2021,59489.95248778776,233682.94372520587,136340.77654776623,132544.2806087669,183495.8484019071,257584.10408793928,617113.5434303305,333361.95447642595,203864.00956676487,71038.37541938902,62782.92333045974,756571.9801449956
01/2022,56269.93321175332,224967.2879732875,133037.3484277519,128026.92891203129,177177.55127285767,250773.71788633926,597849.3433084766,332060.99134098244,190960.07830763856,68505.14994621728,62328.0532609106,727460.0848749744
02/2022,54294.48168865108,217393.35106870157,128881.96658630237,121097.88814277612,171991.69006161264,254456.39910349142,578734.9951661042,320938.50152692205,186120.77937370352,66242.57737297972,61534.744072369365,706339.1613572572
03/2022,56542.73038295103,227455.58219174604,129387.36385190523,120171.4338298917,177370.52867309249,259013.27916223762,583238.641085753,316571.3680569318,196119.2793965539,70061.3545446356,59950.099101228574,732130.2464883361
04/2022,54904.03714295794,218671.88539007842,129154.88118406074,117686.80527391567,171928.36127134727,254626.90072296013,578953.5771857572,314924.564117647,183130.8880264672,70135.13601518027,59503.12265544601,707040.6844588212
05/2022,53504.747223825594,215535.21603835394,128812.53146830955,118237.21641218179,169470.16852422294,256691.6939531411,573865.2051645381,311280.7223186783,179883.7208478373,69037.00849435265,58525.300011360996,696149.8277558048
06/2022,50474.69557893382,203950.42410264228,113437.42689900841,108057.89583798553,160127.00772118993,236988.33235582945,532999.3845892824,299980.93568884186,171620.64708335634,67232.50401463368,58055.62939724952,655804.2932234461
07/2022,55432.69674310282,226883.90453305707,121041.79336340462,115192.23754526328,174541.5679545009,265779.7117905472,569747.3164039922,305045.900627574,182455.67401657457,72373.29288095704,60601.323061971365,720991.7586758113
08/2022,53784.33969167351,221940.37035095043,114708.05653800002,110022.75870709096,171513.96102,263551.52443600004,544831.4764256537,312501.15936,181308.37553839778,71169.64839999999,58703.89324907986,704527.4437804917
09/2022,50136.95525027589,206708.83301550976,103098.66250512928,103016.69061091192,159178.31109971277,242605.85245794014,510310.8028060511,283156.8756462864,172351.42393822342,67316.96889618383,57148.849367063725,655554.6788803298
10/2022,52670.282051733084,219702.89608303513,110479.18834577367,110282.10032993848,165998.16893282227,268273.7493826912,537728.4209466464,269808.0672382489,186342.34229005885,71529.58002824288,56372.31412902648,690867.0682405855
11/2022,54587.191873921714,221651.79412058406,117588.657536623,118943.25020424716,170981.809001542,269021.9700616808,572102.1290695529,296069.8186006168,187528.07978884556,71449.42397841171,56591.36218854905,706003.091686026
12/2022,51067.176562961264,203202.08379100237,116023.02555222204,115615.47468302837,159853.73710856933,245625.51258766177,556616.6406674158,284127.50133133325,177966.19413282233,67021.87522970185,54427.5225735355,657640.5600279866
01/2023,53335.57400799882,212640.77523455222,127137.16730360936,126984.05622935001,168710.18798116865,270027.6599575372,595576.2755554975,301863.2550540017,177106.11499705253,67967.97651620049,55174.45672244806,693317.2073211352
02/2023,53026.38286597186,211633.08209762213,130634.24885205763,128580.68284301701,167237.88083623696,270018.17069968925,603810.7291722611,288001.65574912896,174839.98750573574,66137.04849797532,54592.30196966284,690287.1415167827
03/2023,53810.11086068592,214238.2464260528,123698.26406252876,129533.23230141382,168449.46620689658,245398.27788873567,603572.9589789583,289860.49456551723,172223.16858579838,66861.53382988505,55352.0632571961,694865.1891246431
04/2023,54342.889559949894,215481.94323618314,127162.09105728076,132277.69630379765,169300.4023312995,239786.36042072673,622573.1617627826,283863.87128676806,175472.28854576577,67986.1010108369,54696.89248457002,700220.673065365
05/2023,55437.77795224324,222455.55686589688,121707.5389366283,128068.58772123077,172283.20909856784,238313.85786015168,602395.7505268039,286965.6660488627,171616.48216182095,67637.66125620143,55379.69094037912,712567.5961556861
06/2023,57702.427540931894,233160.3873990072,124610.87177986381,133751.89888642787,179290.9694643843,258203.51839131242,620614.5495238258,293112.9192159028,179601.27676568148,69604.69457021904,54121.644652580544,742935.598895187
07/2023,58760.36552414287,237222.9845262198,129219.97682844961,135796.7869873595,183259.95072121927,273158.2221573075,630535.0069551577,307121.98181983124,181340.35751691464,69118.62505669962,53653.94744441071,756955.8338300635
08/2023,58838.08489194172,236775.55086954485,125371.92656790579,131411.83922567035,180753.4479020979,266658.9599282297,614157.4863395223,292403.45769230777,181573.51253261123,68898.5107839529,53758.5379593179,749413.2711877195
09/2023,57485.39779905503,231318.43529727083,122981.79173494433,127289.25006694555,177826.56405512555,259070.4807494809,605006.6169898075,291910.5744915953,178621.33883787785,67722.83824806495,53242.49230557776,735631.2369086111
10/2023,56480.18934693551,225921.39736823112,116278.0783124588,122641.90246870792,172113.4662020906,243065.77155664377,581043.0775316248,281032.5557811342,175009.04035087416,66804.72375929935,52707.699295392,712604.6794219364
11/2023,59748.0336983342,239516.55614766828,125674.01624005125,132723.22152159165,182712.48473149756,257829.81917299426,620166.9517020354,294037.75462098594,185830.19739765135,69934.91790321106,53608.55910775288,757166.3427930666
12/2023,62022.928126098406,247701.348488245,134673.2408687783,137199.97732454585,189489.92823529412,287324.05603619915,644135.1894200499,301785.53265323804,191970.37832442715,70930.38454298642,55282.0073462677,785784.4342333137
01/2024,64278.78168717808,256814.10269384514,133188.58863523114,140551.34479819608,194388.7699732398,280763.4452117745,656027.2050952585,292646.9060748459,206677.50072927403,74387.37277844419,55287.92756409264,810844.0442109375
02/2024,67831.96214128214,270801.7822068392,131315.38886015152,144810.96137101014,203008.10096065028,290079.5466654351,666916.6968666045,307730.0632399686,225574.6249893225,76735.97062627008,54675.18501921192,846080.7267240373
03/2024,69905.51644819058,279902.56650412816,137599.96734622144,151157.04535556497,209784.96695957822,304394.41387290723,692806.2299524446,315983.3625037206,235675.9603509991,79206.25388955693,55053.0922570369,874481.0394525726
04/2024,67787.95428986568,270799.4437820734,137888.55721030044,148056.5939345988,204714.16407911925,286806.7724892704,685583.7553768862,320588.2618269763,228043.4762725023,76953.10001866019,54020.01424658583,849304.6831396249
05/2024,70575.66442319668,280717.4591253085,145869.7564688537,152507.79051982335,210525.73606708445,297840.0933413196,709915.6540412568,317543.82672621927,237975.14087677267,79418.64813859196,53801.952890034074,876272.4418082599
06/2024,73133.2892455754,294783.1947701515,139365.82478094348,148849.1604943444,218246.924614666,293778.4104437179,703495.5256276454,334333.7832071695,249918.5760935914,81846.7984680056,54476.8577220766,906380.4276370538
07/2024,72681.90836295788,294982.11645338393,144506.0472571112,149198.93411820487,219307.09571481345,320755.4385205025,710437.5232374835,332121.4626598419,244179.6275703447,82618.79682305134,55599.72570287252,911875.6486115364
08/2024,73651.19101124156,295079.1760101126,143371.0435194372,151452.79684376888,219838.04009791327,310775.87275006773,721192.9309480111,329922.44530281716,244256.52468279764,83592.29609452511,55630.31349496801,914111.8851203562
09/2024,73488.414817019,298447.0495512129,144674.7390353698,152752.97653016896,223100.8718491537,312703.89997677744,716928.7044593027,349067.73162684817,246101.4154629105,84151.58163629867,56093.07718828373,921790.4328540993
10/2024,73640.78376423322,304274.32701249747,138375.77434662747,147793.60112357198,224200.19161850028,316888.37224958645,694156.18335721,342883.07845515513,250232.99007100856,85218.46833302699,55534.60330679825,929575.6308922447
11/2024,78637.52135518733,331895.24242956,140134.30814807804,148218.4137942258,239071.2412379906,358598.77774285176,703139.9017963521,339780.77447658166,268429.7084676939,91709.04351448588,57289.94789189133,1001686.6318807569
12/2024,77057.60845101684,329378.52851706924,140723.90755606894,149776.09284958924,238077.88000062914,335259.0406641641,697375.2579658107,346097.1292322707,265746.8829986559,89259.26033304457,56892.3065946499,991827.676110626
01/2025,79430.49106034181,338420.54886478174,147477.72058500914,161225.16063336292,245110.87756114788,347066.9711613587,745104.8678857393,350909.5583242473,278396.28295849613,91524.75269893199,56903.16032732895,1026432.723147118
02/2025,79120.2743900753,333427.489458091,151620.91233695133,166572.40148513007,243528.40992041214,332033.3569167228,771142.1761290719,352456.7193564433,278724.38859940245,93364.61404283931,57818.82068425215,1017283.4172351286
03/2025,72618.13141086718,302887.1815190756,149258.62045492374,161387.49820012276,225203.34250283858,301474.7813703191,740100.0390152235,341488.2389519243,253014.32145685636,87854.76745261213,56062.48939618823,935684.0796237948
04/2025,69198.44755297458,286073.22100085334,151103.73064450896,161750.43632751203,215995.89159027548,274195.33870218945,734564.9228067619,328764.40258697316,248540.21564331235,82429.9957794777,55177.416831360526,897683.5625529446
05/2025,72460.23894164903,304991.94580803666,161707.71853955378,171036.39242621683,228712.64301326196,290519.70535496966,770368.5005250713,343242.92975284124,267227.0689444755,84989.37941617426,54778.78883114827,953670.1463012428
06/2025,72439.59131079321,310082.4937691555,163832.03450853244,169846.5429468865,231123.7754775125,294915.50728157,760661.6183343187,351915.94467064133,267960.1692211912,83813.86034129692,54012.120622819246,962483.609688693
07/2025,74082.50448527597,324631.0746188259,165746.0651511445,171240.20921965214,240255.21266060797,308095.6487226979,765005.56047495,367958.9270160988,272198.84436743637,85545.18490302289,54310.104920007616,998210.3194934728
08/2025,74659.10851548394,325188.8635007704,166628.79560301942,172632.46834456275,240729.1467466071,324440.9516863957,776947.8308472122,364416.2874385083,271981.14379340934,85299.47078401098,53861.15506828341,1005623.187012044
09/2025,76239.8753345786,334675.49127028167,167622.08661783495,176958.273652555,,325886.06303551665,786758.1352612886,,,86316.43495443316,54007.18710796515,1030612.3078665478
10/2025,78195.46957018849,348054.981330242,169586.226904968,180882.79640095533,,330193.9890773758,805405.4263059536,,,87680.48886965551,54769.90850441087,1068264.982868785
11/2025,79012.5367347625,348546.0327102017,171352.89673525855,182204.69079811388,,341025.193294138,816361.0427165432,,,88865.43966799238,54579.474831042135,1070171.09805118
12/2025,78686.3014233968,343297.9376261787,176158.8546417021,185796.74949487412,,337061.87313531915,834921.7937823492,,,87746.38379574467,,1061927.8303842624
01/2026,80272.76072121863,343337.6184395797,182572.9766842856,190723.0697713198,,351421.049767598,859701.1305361988,,,87317.22396174175,,1070298.6659424987
02/2026,,,,,,,,,,,,
03/2026,,,,,,,,,,,,
